"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-11108703","140","140","381 S Lake Drive 8","1","0","","2025-07-18","1250000.00","N","","50434327660000080","","","734.00","734.00","","","1949","2024","","","Complete","","Complete","Ideal low maintenance pied-a-terre, one block to Worth Ave. Town Docks, Bike Trail and Dog Park across the street.  Two full bedrooms, one bath, Living, Dining and Kitchen with back door to charming, shared courtyard.  Off street parking.  Laundry on the premise and allowed in unit.  Pet friendly with Board Approval. Maximum 50% mortgage rule. Building in excellent condition,  land owned, new roof, full time management. Apartment is central air ready. BOARD WILL ALLOW RENOVATION THROUGHOUT THE YEAR, INCLUDING SEASON.","5002","","0.00","","NASSAU SQUARE APTS INC","","33480","1.00","Palm Beach","","","M","18650.00","No","NASSAU SQUARE APTS INC APT 8","","FL","381","2024","7722.44","2","2.00","","","1350000.00","1.00","8","CD","26.702417","-80.043369","736.42","No","Yes","A","2025-07-23","","","","","","","","","","","","","","","","","","","Yes","N","","Maureen Woodward","Brown Harris Stevens of PB (273005225)","","",""
"RX-11077886","187","187","225 Jamaica Lane","5","0","","2025-03-31","9400000.00","S","","50434310010000100","","","3300.00","3931.00","","","1952","","","Yes","","Complete","","Beautifully updated and meticulously maintained. This very sophisticated West Indies style home is Move-in Ready! Expansive and open floor plan, tray ceilings make for bright and airy interior with multiple living spaces that open to a wonderful outdoor loggia /summer kitchen. Perfect for year-round entertaining. The interior features French limestone floors, fully equipped chefs kitchen and pantry, large dining area and wine storage for 550 bottles. There are 4 bedrooms and 5 full baths. Large Master Suite features projection theater, custom closets, and steam shower. New slate roof, new HVAC's, impact windows/doors and Generator ready.","5001","","1.00","","JAMAICA LANE IN","","33480","5.00","Palm Beach","","","N","11230.00","Yes","JAMAICA LANE LT 10","","FL","225","2024","24013.40","4","1.00","","","9200000.00","","","SF","26.746985","-80.037893","","No","No","A","2025-08-05","","","","","","","","","","","","","","","","","","","Yes","N","","J. Richard Allison","The Corcoran Group (404289)","","",""
"RX-11137809","36","36","210 Debra Lane","2","0","","2025-11-04","5995000.00","N","","50434234060000030","","","1253.00","1280.00","","","1953","","","Yes","","","Complete","Charming and updated beach bungalow nestled on the North End of Palm Beach just three houses in from the ocean. Enjoy the privacy of the North End beach with one of the most beautiful beach accesses on the Island only a few steps from your door. The 3 bedroom, 2 bathroom home has been meticulously renovated with new floors, stainless steel appliances, updated fixtures and more. French doors open up to a well-manicured outdoor entertaining area with tropical landscaping and a pathway that leads you to a refreshing pool oasis. Experience the exclusivity of the North End in classic Palm Beach fashion.","5001","","0.00","","MANANA ESTATES","","33480","2.00","Palm Beach","N","","N","7832.00","Yes","MANANA ESTS AMND SUB OF PAR NO 3 LT 11W","","FL","210","2025","45211.00","3","1.00","","","5995000.00","","","SF","26.765604","-80.039555","","No","No","A","2025-11-04","","","","","","","","","","","","","","","","Yes","","","","N","","Maria Fanjul-Ryan","Tina Fanjul Associates, Inc. (404195)","","",""
"RX-11137350","37","37","234 Park Avenue","2","1","","2025-11-03","6900000.00","S","","50434315080000450","","","2340.00","2664.00","","","1987","","","Yes","","","","Classic Palm Beach Living!  Located close to all Town amenities, on a quiet street, steps from the beach and the Lake Trail. The home features a large living room, 3 bedrooms, 2-1/2 baths and is well equipped.  An outdoor seating area and lush garden complete the offering. In the center of mid-town the property is adjacent to two beautiful Town parks.","5002","","1.00","","BUNGALOW PARK ADD","","33480","2.10","Palm Beach","","","N","5250.00","No","BUNGALOW PARK ADD LT 45 & W 1/2 OF LT 46","","FL","234","2025","14106.00","3","2.00","","","6900000.00","","","SF","26.720814","-80.039266","","No","No","A","2025-11-03","","","","","","","","","","","","","","","","Yes","","","","N","","James McCann","Premier Estate Properties, Inc (276544310)","","",""
"RX-11048757","341","341","2860 S Ocean Boulevard 506","2","0","","2025-01-03","1325000.00","NW","","50434423030005060","","","1668.00","1800.00","","","1971","","","Yes","","Complete","","Experience luxurious waterfront living in this beautifully renovated corner apartment with spectacular intracoastal views. This modern residence features an open kitchen, spacious living/dining areas, three bedrooms, designer baths, and ample closet space. Floor-to-ceiling impact sliders open to a large west-facing terrace, perfect for sunsets and watching boats. Located in a full-amenity building with a 24-hour doorperson, fitness center, waterfront pool, and covered parking, the property also includes a deeded beach path near the Four Seasons Resort. Walk to restaurants or enjoy a short drive to the Palm Beach Tennis Center, Worth Avenue, and fine dining.","5004","","0.00","","LA PALMA CONDO","","33480","2.00","Palm Beach","","","M","","No","LA PALMA CONDOMINIUM UNIT 506","","FL","2860","2024","12881.00","3","6.00","91","","1535000.00","5.00","506","CD","26.616868","-80.039416","1674.00","No","Yes","A","2025-01-03","","Yes","","Yes","Yes","","","","","Yes","","","","","Yes","","","","","N","","Joan Messing","Douglas Elliman (pb802465)","","",""
"RX-11123314","91","91","236 Phipps Plaza D","2","0","","2025-09-10","6495000.00","N","","50434323300002020","","","1452.00","1452.00","","","2023","","","Yes","","Complete","","Discover timeless luxury in this rare landmarked jewel tucked within Palm Beach's exclusive Phipps Plaza. Just one block from the beach and moments from The Breakers, Worth Avenue, and the Lake Trail, this fully furnished residence offers three bedrooms, two elegant baths, private terraces, and a serene courtyard. Interiors feature oak paneling, herringbone floors, custom built-ins, and Loro Piana fabric walls. A marble steam shower with brass accents, SubZero and Wolf appliances, Sonos sound, and Lutron lighting elevate daily living. With elevator access, refined finishes, and unmatched location, this home seamlessly blends sophistication and modern convenience.","5002","","0.00","Yes","PHIPPS PLAZA","","33480","2.00","Palm Beach","","","M","","No","PL OF PHIPPS PLAZA WLY 50.86 FT OF LT J","","FL","236","2024","51102.00","3","2.00","","","6495000.00","2.00","D","CD","26.706252","-80.036963","4843.00","No","No","A","2025-09-12","","","","","","","","","","","","","","","","","","","","N","","Darren Marotta","Engel & Volkers Wellington (802626)","","",""
"RX-11144279","9","9","2860 S Ocean Boulevard 512","2","0","","2025-12-01","1175000.00","W","","50434423030005120","","","1578.00","1735.00","","","1971","","","","Complete","Complete","","Experience luxury living in this newly renovated waterfront condo, where modern design meets breathtaking views. This stunning unit features an open concept layout, maximizing natural light and showcasing panoramic views of the water. The kitchen boosts sleek high-end appliances and beautiful cabinetry.  The spacious living area flows seamlessly onto a private balcony with pool and intracoastal views.. The 3 generous sized bedrooms offer ample closet spaces & 2 all white bathrooms.  Included are 2 covered parking spaces and a large sized storage space just outside the unit! Residents can enjoy exclusive amenities incl a rental apt for guests, gym, pool, & deeded beach access- all close to great restaurants, shopping, luxury hotels, waterfront golf, & the Palm Beach International Airport","5004","","0.00","","N/A","","33480","2.00","Palm Beach","","","M","","No","La Palma Cond unit 512","","FL","2860","2025","4199.00","3","6.00","91","","1175000.00","5.00","512","CD","26.616884","-80.039434","2005.00","No","Yes","A","2025-12-01","","Yes","","Yes","Yes","","","","","Yes","Yes","","","","Yes","","","","","N","La Palma","Geraldine Emmett","Douglas Elliman (pb802465)","","",""
"RX-11136382","41","41","269 Park Avenue","4","1","","2025-10-30","5900000.00","S","","50434315080000180","","","2984.00","2984.00","","","1900","","","Yes","","","","","5002","","0.00","","BUNGALOW PARK ADD","","33480","4.10","Palm Beach","","","N","3500.00","No","BUNGALOW PARK ADD LT 18","N","FL","269","2024","41798.10","6","3.00","","","5900000.00","","","SF","26.721109","-80.040674","","No","No","A","2025-10-30","","","","","","","","","","","","","","","","Yes","","","","N","","John Rooney","Douglas Elliman (802367)","","",""
"RX-11135831","43","43","3450 S Ocean Boulevard 611","1","1","","2025-10-28","425000.00","S","","50434435030006110","","","1008.00","1008.00","","","1971","","","Yes","","Complete","","","5004","","0.00","","PATRICIAN OF PALM BEACH CONDO","","33480","1.10","Palm Beach","","","M","","No","Patrician of Palm Beach   Condo Apt 611","","FL","3450","2024","4239.00","1","8.00","212","212.00","425000.00","6.00","611","CD","26.595544","-80.037967","1378.00","Yes","Yes","A","2025-10-28","","Yes","","Yes","Yes","","","","","Yes","","","","","","","","","","N","","Rebecca Buzzelli","Partnership Realty Inc. (404692)","","",""
"RX-11121017","97","97","264 Seminole Avenue","16","0","","2025-09-04","12000000.00","N","","50434314100040170","","","6864.00","7280.00","","","1922","","","","","","","Offered as-is; unique opportunity for R-C  double lot (11,600 SF lot) redevelopment on a great mid-town street. Ability to purchase all 6 lots on the street: 219, 223, 250, 256, & 264/270 Seminole. Incredible redevelopment potential with close proximity to the beach, bike trail, places of worship, restaurants, shopping, The Breakers, and convenient access on/off the north bridge.","5002","","0.00","","OCEAN PARK H W ROBBINS ADD IN","","33480","16.00","Palm Beach","","","N","","No","OCEAN PARK, H W ROBBINS ADD LTS 17 & 18 BLK 4","","FL","264","2024","85898.00","16","2.00","","","11600000.00","","","SF","26.721821","-80.040601","","No","No","A","2025-09-04","","","","","","","","","","","","","","","","","","","Yes","N","","Frances Frisbie","The Corcoran Group (404289)","","",""
"RX-11141562","22","22","2000 S Ocean Boulevard 103s","2","1","","2025-11-18","3295000.00","N","","50434411050021030","","","2494.00","2494.00","","","1981","","","","","Complete","","Experience the pinnacle of luxury in this beautifully renovated 2-bedroom, 2.5-bath lanai apartment within a premier Palm Beach oceanfront condominium.  This residence features a sleek, open design with custom built-ins, exquisite lighting, and an open chef's kitchen. The master suite offers expansive storage, an elegant lounge, and a stunning bath. A split-bedroom plan ensures privacy.  Enjoy breathtaking ocean views and a light, bright atmosphere. A convenient staircase leads directly from the balcony to the new pool area and beach.  Located in the secure, gated Sloan's Curve community, you'll have access to 6 Har-Tru tennis courts, a pro shop, new fitness rooms, 2-car garage parking, and 24/7 door personnel & on-site management. Experience a lifestyle of unparalleled luxury & services","5004","","2.00","","TWO THOUSAND CONDO","","33480","2.10","Palm Beach","","","M","","No","TWO THOUSAND COND AT SLOANS CURVE BLDG SOUTH UNIT 103","Y","FL","2000","2025","24874.00","2","5.00","45","90.00","3295000.00","1.00","103s","CD","26.644404","-80.037962","3279.33","Yes","Yes","A","2025-11-18","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","","","","","","","Y","","Scott Gordon","Douglas Elliman (pb802465)","","",""
"RX-11143474","19","19","2 N Breakers Row S22/23","4","2","","2025-11-21","15900000.00","E","","50434323250020220","","","5770.00","6435.00","","","1986","","","Yes","","","","Beautiful, rare double unit in Breakers Row. Spacious apartment featuring 3BR/4.2BA, library, family room, exercise room, and fabulous poolside cabana. Gorgeous ocean and golf course views. Formal dining room with wet bar. Eat-in kitchen with butler's pantry. Primary Suite with large walk-in closet and duel baths. Oversized balconies overlook ocean. Four parking spaces and two storage spaces. Two North Breakers Row is a full service building with on-site manager, manned guard house, resort style pool area, Pilates room, and weight training room.","5002","","4.00","","TWO NORTH BREAKERS ROW CONDO","","33480","4.20","Palm Beach","","","M","","No","TWO NORTH BREAKERS ROW CONDOMINIUM UNITS S-22 & S-23","","FL","2","2025","106614.00","3","5.00","","","15900000.00","2.00","S22/23","CD","26.717613","-80.03458","28198.00","No","Yes","A","2025-11-25","","","Yes","Yes","Yes","","","Yes","","","","","","","","","","","","Y","","Christian Angle","Christian Angle Real Estate (800649)","","",""
"RX-11140686","26","26","44 Cocoanut Row 315a/316a","3","0","","2025-11-14","6500000.00","W","","50434322180003150","","","2250.00","2250.00","","","1956","","","","","Complete","","Direct Intracoastal Condominium in the heart of mid-town offers views from the minute the door opens. The sun-filled unit offers a split-floorplan with 2 ensuite guest rooms, laundry and utility room on the north while the private primary suite w/walk-in closet and bath are on the south end of the unit. Every room has a view! Numerous building amenities include a restaurant, gym, pool, beauty salon, putting green. Never get a utility bill ~ cable, water, electric are all included in the maintenance. The Royal shopping district, fabulous restaurant and a beautiful beach are all just steps away.    50% Mortgage Rule. Owner can only rent once every 3 years.","5002","","0.00","","PALM BEACH TOWERS COND","","33480","3.00","Palm Beach","","","M","","No","PALM BEACH TOWERS COND UNITS A315 & A316","","FL","44","2025","17600.00","3","6.00","277","","6500000.00","3.00","315a/316a","CD","26.715407","-80.043044","3187.20","No","Yes","A","2025-11-14","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","","","","","","","N","","James McCann","Premier Estate Properties, Inc (276544310)","","",""
"RX-11047699","345","345","44 Cocoanut Row 120b","2","1","","2024-12-30","4225000.00","W","","50434322180011200","","","1501.00","1501.00","","","1956","","","","Complete","","","Palm Beach at its chicest boasting the timeless Palm Beach Style, of 44 Cocoanut Row unit B-120, at The Palm Beach Towers. Located in the center of town, 44 Cocoanut Row unit B-120 takes your breath away with its sweeping, direct intracoastal views from all three bedrooms, living and dining areas. Rarely available and highly sought after, in the most direct and private waterfront line of The Palm Beach Towers, this southwest three bedroom and two and a half bath, corner unit offers complete privacy from any neighbors. In addition to the beautiful waterfront views, there is the lovely, green manicured lawn and tropical foliage, adding to this unit's unique picturesque piece of Palm Beach paradise. Spacious with a flexible floor plan, this unit offers    you all the amenities of a","5002","","0.00","","PALM BEACH TOWERS CONDO","","33480","2.10","Palm Beach","","","M","0.00","No","PALM BEACH TOWERS COND UNIT B120","","FL","44","2024","56879.90","3","6.00","277","","4695000.00","1.00","120b","CD","26.714805","-80.043867","2631.58","Yes","Yes","A","2024-12-30","","Yes","Yes","Yes","Yes","","","","","Yes","Yes","","","Yes","","","","","","N","Palm Beach Towers","John Pangborn","The Corcoran Group (404289)","","",""
